neighborhood,block,bedrooms,pct.of.block,pct.of.neighborhood
RIVERSIDE PARK,550790078003007,97,1,0.0970970970970971
RIVERTON HEIGHTS,550790002022006,309,0.8853868194842407,0.36013986013986016
RIVERTON HEIGHTS,550790002022008,55,0.5729166666666666,0.0641025641025641
RIVERTON HEIGHTS,550790002022010,137,1,0.15967365967365968
RIVERTON HEIGHTS,550790002022011,108,1,0.1258741258741259
RIVERTON HEIGHTS,550790002022012,72,1,0.08391608391608392
RIVERTON HEIGHTS,550790002022013,80,1,0.09324009324009325
RIVERTON HEIGHTS,550790002022014,97,1,0.11305361305361306
RIVERWEST,550790044001014,7,1,6.886374815543532e-4
RIVERWEST,550790044001015,13,1,0.001278898180029513
RIVERWEST,550790044001016,42,1,0.004131824889326119
RIVERWEST,550790044001017,3,1,2.9513034923757994e-4
RIVERWEST,550790044001018,1,1,9.837678307919331e-5
RIVERWEST,550790044001019,2,1,1.9675356615838662e-4
RIVERWEST,550790044001020,56,1,0.005509099852434826
RIVERWEST,550790044001022,2,1,1.9675356615838662e-4
RIVERWEST,550790044001024,45,1,0.004426955238563699
RIVERWEST,550790044001025,2,1,1.9675356615838662e-4
RIVERWEST,550790071001000,43,1,0.004230201672405312
RIVERWEST,550790071001001,132,1,0.012985735366453517
RIVERWEST,550790071001002,145,1,0.01426463354648303
RIVERWEST,550790071001003,177,1,0.017412690605017215
RIVERWEST,550790071001004,134,1,0.013182488932611904
RIVERWEST,550790071001005,131,1,0.012887358583374324
RIVERWEST,550790071002000,140,1,0.013772749631087064
RIVERWEST,550790071002001,80,1,0.007870142646335464
RIVERWEST,550790071002002,38,1,0.003738317757009346
RIVERWEST,550790071002003,140,1,0.013772749631087064
RIVERWEST,550790071002004,131,1,0.012887358583374324
RIVERWEST,550790071002005,117,1,0.011510083620265617
RIVERWEST,550790071002006,108,1,0.010624692572552878
RIVERWEST,550790071002007,151,1,0.01485489424495819
RIVERWEST,550790071002008,61,1,0.006000983767830792
RIVERWEST,550790071002009,139,1,0.01367437284800787
RIVERWEST,550790071002010,44,1,0.004328578455484506
RIVERWEST,550790071002012,24,1,0.0023610427939006395
RIVERWEST,550790071002013,2,1,1.9675356615838662e-4
RIVERWEST,550790071002014,54,1,0.005312346286276439
RIVERWEST,550790072001001,354,1,0.03482538121003443
RIVERWEST,550790072001002,146,1,0.014363010329562224
RIVERWEST,550790072001003,111,1,0.010919822921790457
RIVERWEST,550790072001004,47,1,0.004623708804722086
RIVERWEST,550790072001005,179,1,0.017609444171175603
RIVERWEST,550790072002000,138,1,0.013575996064928677
RIVERWEST,550790072002001,132,1,0.012985735366453517
RIVERWEST,550790072002002,173,1,0.01701918347270044
RIVERWEST,550790072002003,96,1,0.009444171175602558
RIVERWEST,550790072002004,93,1,0.009149040826364977
RIVERWEST,550790072002005,95,1,0.009345794392523364
RIVERWEST,550790072002006,115,1,0.01131333005410723
RIVERWEST,550790072002007,27,1,0.0026561731431382195
RIVERWEST,550790072002008,130,1,0.01278898180029513
RIVERWEST,550790072003000,144,1,0.014166256763403837
RIVERWEST,550790072003001,127,1,0.012493851451057551
RIVERWEST,550790072003002,69,1,0.0067879980324643385
RIVERWEST,550790072003003,10,1,9.83767830791933e-4
RIVERWEST,550790072003004,92,1,0.009050664043285785
RIVERWEST,550790072003005,93,1,0.009149040826364977
RIVERWEST,550790072003006,1,1,9.837678307919331e-5
RIVERWEST,550790072003007,70,1,0.006886374815543532
RIVERWEST,550790072003008,122,1,0.012001967535661583
RIVERWEST,550790072003009,3,1,2.9513034923757994e-4
RIVERWEST,550790079001001,287,1,0.02823413674372848
RIVERWEST,550790079001002,83,1,0.008165272995573045
RIVERWEST,550790079001003,125,1,0.012297097884899164
RIVERWEST,550790079001004,116,1,0.011411706837186423
RIVERWEST,550790079001005,135,1,0.013280865715691098
RIVERWEST,550790079002000,112,1,0.011018199704869652
RIVERWEST,550790079002001,121,1,0.01190359075258239
RIVERWEST,550790079002002,150,1,0.014756517461878997
RIVERWEST,550790079002003,140,1,0.013772749631087064
RIVERWEST,550790079002004,101,1,0.009936055090998524
RIVERWEST,550790079002005,72,1,0.0070831283817019185
RIVERWEST,550790079002006,148,1,0.01455976389572061
RIVERWEST,550790079002007,105,1,0.010329562223315297
RIVERWEST,550790080001000,117,1,0.011510083620265617
RIVERWEST,550790080001001,118,1,0.01160846040334481
RIVERWEST,550790080001002,148,1,0.01455976389572061
RIVERWEST,550790080001003,164,1,0.016133792424987702
RIVERWEST,550790080001004,124,1,0.01219872110181997
RIVERWEST,550790080001005,120,1,0.011805213969503197
RIVERWEST,550790080001006,18,1,0.0017707820954254796
RIVERWEST,550790080001007,133,1,0.013084112149532711
RIVERWEST,550790080002000,120,1,0.011805213969503197
RIVERWEST,550790080002001,124,1,0.01219872110181997
RIVERWEST,550790080002002,122,1,0.012001967535661583
RIVERWEST,550790080002003,121,1,0.01190359075258239
RIVERWEST,550790080002004,141,1,0.013871126414166256
RIVERWEST,550790080002005,135,1,0.013280865715691098
RIVERWEST,550790080002006,123,1,0.012100344318740778
RIVERWEST,550790080002007,132,1,0.012985735366453517
RIVERWEST,550790107001000,102,1,0.010034431874077718
RIVERWEST,550790107001001,141,1,0.013871126414166256
RIVERWEST,550790107001002,155,1,0.015248401377274963
RIVERWEST,550790107001003,136,1,0.01337924249877029
RIVERWEST,550790107001004,185,1,0.01819970486965076
RIVERWEST,550790107001005,139,1,0.01367437284800787
RIVERWEST,550790107002000,97,1,0.00954254795868175
RIVERWEST,550790107002001,88,1,0.008657156910969011
RIVERWEST,550790107002002,63,1,0.006197737333989178
RIVERWEST,550790107002003,50,1,0.004918839153959666
RIVERWEST,550790107002004,147,1,0.014461387112641416
RIVERWEST,550790107002005,89,1,0.008755533694048205
RIVERWEST,550790107002006,62,1,0.006099360550909985
RIVERWEST,550790107002007,98,1,0.009640924741760945
RIVERWEST,550790107002009,51,1,0.005017215937038859
RIVERWEST,550790107002010,138,1,0.013575996064928677
RIVERWEST,550790107002014,2,1,1.9675356615838662e-4
RIVERWEST,550790107002015,30,1,0.002951303492375799
RIVERWEST,550790107002016,2,1,1.9675356615838662e-4
RIVERWEST,550790107002018,1,1,9.837678307919331e-5
RIVERWEST,550790107002023,1,1,9.837678307919331e-5
RIVERWEST,550790107002024,1,1,9.837678307919331e-5
RIVERWEST,550790107002026,1,1,9.837678307919331e-5
ROLLING GREEN,550790197003000,92,1,0.05324074074074074
ROLLING GREEN,550790197003001,68,1,0.03935185185185185
ROLLING GREEN,550790197003002,62,1,0.03587962962962963
ROLLING GREEN,550790197003003,66,1,0.03819444444444445
ROLLING GREEN,550790197003004,61,1,0.03530092592592592
ROLLING GREEN,550790197003005,68,1,0.03935185185185185
ROLLING GREEN,550790197003006,48,1,0.027777777777777776
ROLLING GREEN,550790197003007,98,1,0.056712962962962965
ROLLING GREEN,550790197003008,92,1,0.05324074074074074
ROLLING GREEN,550790197003009,75,1,0.043402777777777776
ROLLING GREEN,550790197004000,59,1,0.03414351851851852
ROLLING GREEN,550790197004001,59,1,0.03414351851851852
ROLLING GREEN,550790197004002,54,1,0.03125
ROLLING GREEN,550790197004003,59,1,0.03414351851851852
ROLLING GREEN,550790197004004,75,1,0.043402777777777776
ROLLING GREEN,550790197004005,75,1,0.043402777777777776
ROLLING GREEN,550790197004006,161,1,0.0931712962962963
ROLLING GREEN,550790197004007,55,1,0.031828703703703706
ROLLING GREEN,550790197004008,73,1,0.04224537037037037
ROLLING GREEN,550790197004009,36,1,0.020833333333333332
ROLLING GREEN,550790197004010,38,1,0.02199074074074074
ROLLING GREEN,550790197004011,18,1,0.010416666666666666
ROLLING GREEN,550790197004012,85,1,0.04918981481481482
ROLLING GREEN,550790197004013,42,1,0.024305555555555556
ROLLING GREEN,550790197004015,109,1,0.0630787037037037
ROOSEVELT GROVE,550790038001000,93,1,0.018128654970760234
ROOSEVELT GROVE,550790038001001,96,1,0.01871345029239766
ROOSEVELT GROVE,550790038001002,15,1,0.0029239766081871343
ROOSEVELT GROVE,550790038001003,49,1,0.009551656920077973
ROOSEVELT GROVE,550790038001004,70,1,0.01364522417153996
ROOSEVELT GROVE,550790038001010,5,1,9.746588693957114e-4
ROOSEVELT GROVE,550790038002000,85,1,0.016569200779727095
ROOSEVELT GROVE,550790038002001,85,1,0.016569200779727095
ROOSEVELT GROVE,550790038002002,53,1,0.010331384015594542
ROOSEVELT GROVE,550790038002003,29,1,0.005653021442495127
ROOSEVELT GROVE,550790038002004,89,1,0.017348927875243666
ROOSEVELT GROVE,550790038002005,89,1,0.017348927875243666
ROOSEVELT GROVE,550790038002006,23,1,0.0044834307992202725
ROOSEVELT GROVE,550790038002007,58,1,0.011306042884990253
ROOSEVELT GROVE,550790038003000,16,1,0.0031189083820662767
ROOSEVELT GROVE,550790039001000,50,1,0.009746588693957114
ROOSEVELT GROVE,550790039001002,51,1,0.009941520467836258
ROOSEVELT GROVE,550790039001003,21,1,0.004093567251461989
ROOSEVELT GROVE,550790039001004,53,1,0.010331384015594542
ROOSEVELT GROVE,550790039001005,92,1,0.01793372319688109
ROOSEVELT GROVE,550790039001006,106,1,0.020662768031189084
ROOSEVELT GROVE,550790039001007,126,1,0.02456140350877193
ROOSEVELT GROVE,550790039001008,93,1,0.018128654970760234
ROOSEVELT GROVE,550790039001009,53,1,0.010331384015594542
ROOSEVELT GROVE,550790039002000,52,1,0.0101364522417154
ROOSEVELT GROVE,550790039002001,82,1,0.015984405458089667
ROOSEVELT GROVE,550790039002002,84,1,0.016374269005847954
ROOSEVELT GROVE,550790039002003,86,1,0.01676413255360624
ROOSEVELT GROVE,550790039002004,75,1,0.014619883040935672
ROOSEVELT GROVE,550790039002005,102,1,0.019883040935672516
ROOSEVELT GROVE,550790039002006,113,1,0.02202729044834308
ROOSEVELT GROVE,550790039002007,100,1,0.01949317738791423
ROOSEVELT GROVE,550790039002008,82,1,0.015984405458089667
ROOSEVELT GROVE,550790039002009,43,1,0.00838206627680312
ROOSEVELT GROVE,550790039003000,78,1,0.0152046783625731
ROOSEVELT GROVE,550790039003001,125,1,0.024366471734892786
ROOSEVELT GROVE,550790039003002,138,1,0.026900584795321637
ROOSEVELT GROVE,550790039003003,163,1,0.0317738791423002
ROOSEVELT GROVE,550790039003004,83,1,0.01617933723196881
ROOSEVELT GROVE,550790039003005,117,1,0.02280701754385965
ROOSEVELT GROVE,550790039003006,48,1,0.00935672514619883
ROOSEVELT GROVE,550790039003007,62,1,0.012085769980506823
ROOSEVELT GROVE,550790039003008,88,1,0.017153996101364522
ROOSEVELT GROVE,550790039003009,103,1,0.020077972709551656
ROOSEVELT GROVE,550790039003010,98,1,0.019103313840155945
ROOSEVELT GROVE,550790039003011,84,1,0.016374269005847954
ROOSEVELT GROVE,550790047004008,3,1,5.847953216374269e-4
ROOSEVELT GROVE,550790048001000,42,1,0.008187134502923977
ROOSEVELT GROVE,550790048001001,80,1,0.015594541910331383
ROOSEVELT GROVE,550790048001002,12,1,0.0023391812865497076
ROOSEVELT GROVE,550790048001003,58,1,0.011306042884990253
ROOSEVELT GROVE,550790048001004,67,1,0.013060428849902534
ROOSEVELT GROVE,550790048001005,75,1,0.014619883040935672
ROOSEVELT GROVE,550790048001006,44,1,0.008576998050682261
ROOSEVELT GROVE,550790048001007,10,1,0.001949317738791423
ROOSEVELT GROVE,550790048001009,5,1,9.746588693957114e-4
ROOSEVELT GROVE,550790048001015,61,1,0.011890838206627681
ROOSEVELT GROVE,550790048001016,90,1,0.017543859649122806
ROOSEVELT GROVE,550790048001017,119,1,0.023196881091617935
ROOSEVELT GROVE,550790048001018,112,1,0.02183235867446394
ROOSEVELT GROVE,550790048001019,62,1,0.012085769980506823
ROOSEVELT GROVE,550790048002000,122,1,0.023781676413255362
ROOSEVELT GROVE,550790048002001,111,1,0.021637426900584796
ROOSEVELT GROVE,550790048002002,7,1,0.0013645224171539962
ROOSEVELT GROVE,550790048002003,4,1,7.797270955165692e-4
ROOSEVELT GROVE,550790048003000,40,1,0.007797270955165692
ROOSEVELT GROVE,550790063003000,257,1,0.05009746588693957
ROOSEVELT GROVE,550790063003001,100,1,0.01949317738791423
ROOSEVELT GROVE,550790063003002,82,1,0.015984405458089667
ROOSEVELT GROVE,550790063003004,61,1,0.011890838206627681
ROOT CREEK,550790198002004,35,1,0.025053686471009307
ROOT CREEK,550790198002005,58,1,0.04151753758052971
ROOT CREEK,550790198002006,53,1,0.03793843951324266
ROOT CREEK,550790198002007,56,1,0.04008589835361489
ROOT CREEK,550790198002008,16,1,0.01145311381531854
ROOT CREEK,550790198002009,7,1,0.005010737294201861
ROOT CREEK,550790198003000,74,1,0.052970651395848244
ROOT CREEK,550790198003001,111,1,0.07945597709377238
ROOT CREEK,550790198003002,12,1,0.008589835361488905
ROOT CREEK,550790198003003,113,1,0.08088761632068718
ROOT CREEK,550790198003005,55,1,0.03937007874015748
ROOT CREEK,550790198003006,13,1,0.009305654974946313
ROOT CREEK,550790198003007,76,1,0.05440229062276306
ROOT CREEK,550790198003008,120,1,0.08589835361488905
ROOT CREEK,550790198003009,193,1,0.1381531853972799
ROOT CREEK,550790198003010,99,1,0.07086614173228346
ROOT CREEK,550790198003011,62,1,0.04438081603435934
ROOT CREEK,550790198004007,65,1,0.046528274874731566
ROOT CREEK,550790198004008,106,1,0.07587687902648532
ROOT CREEK,550790198004009,72,1,0.05153901216893343
ROOT CREEK,550790199004000,1,1,7.158196134574087e-4
RUFUS KING,550790023003010,1,0.16666666666666666,2.042483660130719e-4
RUFUS KING,550790023003015,1,0.038461538461538464,2.042483660130719e-4
RUFUS KING,550790043001000,6,1,0.0012254901960784314
RUFUS KING,550790043001001,9,1,0.001838235294117647
RUFUS KING,550790043001002,136,1,0.027777777777777776
RUFUS KING,550790043001004,118,1,0.024101307189542485
RUFUS KING,550790043001005,83,1,0.016952614379084966
RUFUS KING,550790043001006,92,1,0.018790849673202614
RUFUS KING,550790043001007,1,1,2.042483660130719e-4
RUFUS KING,550790043001008,1,1,2.042483660130719e-4
RUFUS KING,550790043001009,34,1,0.006944444444444444
RUFUS KING,550790043001010,62,1,0.012663398692810458
RUFUS KING,550790043001011,67,1,0.013684640522875817
RUFUS KING,550790043002004,18,1,0.003676470588235294
RUFUS KING,550790043002005,56,1,0.011437908496732025
RUFUS KING,550790043002015,45,1,0.009191176470588236
RUFUS KING,550790043002016,49,1,0.010008169934640522
RUFUS KING,550790043002017,89,1,0.0181781045751634
RUFUS KING,550790043002018,104,1,0.021241830065359478
RUFUS KING,550790043002019,101,1,0.02062908496732026
RUFUS KING,550790043002020,60,1,0.012254901960784314
RUFUS KING,550790043002022,24,1,0.004901960784313725
RUFUS KING,550790043002023,1,1,2.042483660130719e-4
RUFUS KING,550790043003000,158,1,0.03227124183006536
RUFUS KING,550790043003001,142,1,0.02900326797385621
RUFUS KING,550790043003002,157,1,0.032066993464052285
RUFUS KING,550790043003003,147,1,0.03002450980392157
RUFUS KING,550790043003004,112,1,0.02287581699346405
RUFUS KING,550790043003005,102,1,0.020833333333333332
RUFUS KING,550790043003006,104,1,0.021241830065359478
RUFUS KING,550790043003007,108,1,0.022058823529411766
RUFUS KING,550790043004000,95,1,0.01940359477124183
RUFUS KING,550790043004001,171,1,0.034926470588235295
RUFUS KING,550790043004002,165,1,0.03370098039215686
RUFUS KING,550790043004003,158,1,0.03227124183006536
RUFUS KING,550790043004005,140,1,0.028594771241830064
RUFUS KING,550790043004006,110,1,0.02246732026143791
RUFUS KING,550790043005000,171,1,0.034926470588235295
RUFUS KING,550790043005003,144,1,0.029411764705882353
RUFUS KING,550790043005004,146,1,0.0298202614379085
RUFUS KING,550790043005005,150,1,0.030637254901960783
RUFUS KING,550790043006000,3,1,6.127450980392157e-4
RUFUS KING,550790043006001,77,1,0.015727124183006536
RUFUS KING,550790043006002,128,1,0.026143790849673203
RUFUS KING,550790043006003,110,1,0.02246732026143791
RUFUS KING,550790043006004,92,1,0.018790849673202614
RUFUS KING,550790043006005,46,1,0.009395424836601307
RUFUS KING,550790043006006,91,1,0.018586601307189542
RUFUS KING,550790043006007,87,1,0.017769607843137254
RUFUS KING,550790043006008,83,1,0.016952614379084966
RUFUS KING,550790043006009,8,1,0.0016339869281045752
RUFUS KING,550790043007000,29,1,0.005923202614379085
RUFUS KING,550790043007001,56,1,0.011437908496732025
RUFUS KING,550790043007002,166,1,0.03390522875816993
RUFUS KING,550790043007003,122,1,0.024918300653594773
RUFUS KING,550790043007004,43,1,0.008782679738562092
RUFUS KING,550790043007005,106,1,0.02165032679738562
RUFUS KING,550790043007007,5,1,0.0010212418300653595
RUFUS KING,550790043007008,2,1,4.084967320261438e-4
RUFUS KING,550790602002043,4,1,8.169934640522876e-4
SAINT JOSEPH,550790049001012,92,1,0.01359940872135994
SAINT JOSEPH,550790049001013,85,1,0.012564671101256468
SAINT JOSEPH,550790049001014,119,1,0.017590539541759053
SAINT JOSEPH,550790049001015,130,1,0.019216555801921657
SAINT JOSEPH,550790049001016,126,1,0.01862527716186253
SAINT JOSEPH,550790049001017,101,1,0.01492978566149298
SAINT JOSEPH,550790049002014,76,1,0.01123429416112343
SAINT JOSEPH,550790049002016,83,1,0.012269031781226904
SAINT JOSEPH,550790049002017,113,1,0.016703621581670363
SAINT JOSEPH,550790049002018,120,1,0.017738359201773836
SAINT JOSEPH,550790049002019,125,1,0.018477457501847747
SAINT JOSEPH,550790049002020,48,1,0.007095343680709534
SAINT JOSEPH,550790049003011,2,1,2.9563932002956393e-4
SAINT JOSEPH,550790049003012,114,1,0.016851441241685146
SAINT JOSEPH,550790049003013,137,1,0.02025129342202513
SAINT JOSEPH,550790050001012,110,1,0.016260162601626018
SAINT JOSEPH,550790050001013,83,1,0.012269031781226904
SAINT JOSEPH,550790050001016,107,1,0.01581670362158167
SAINT JOSEPH,550790050001017,114,1,0.016851441241685146
SAINT JOSEPH,550790050002000,120,1,0.017738359201773836
SAINT JOSEPH,550790050002001,104,1,0.015373244641537324
SAINT JOSEPH,550790050002002,110,1,0.016260162601626018
SAINT JOSEPH,550790050002003,93,1,0.013747228381374724
SAINT JOSEPH,550790050002004,120,1,0.017738359201773836
SAINT JOSEPH,550790050002005,105,1,0.015521064301552107
SAINT JOSEPH,550790050003009,82,1,0.012121212121212121
SAINT JOSEPH,550790050003010,96,1,0.014190687361419069
SAINT JOSEPH,550790050003011,102,1,0.01507760532150776
SAINT JOSEPH,550790050003012,83,1,0.012269031781226904
SAINT JOSEPH,550790050003013,72,1,0.010643015521064302
SAINT JOSEPH,550790050003014,54,1,0.007982261640798226
SAINT JOSEPH,550790059001000,89,1,0.013155949741315596
SAINT JOSEPH,550790059001001,103,1,0.015225424981522543
SAINT JOSEPH,550790059001002,99,1,0.014634146341463415
SAINT JOSEPH,550790059001003,115,1,0.016999260901699925
SAINT JOSEPH,550790059001004,102,1,0.01507760532150776
SAINT JOSEPH,550790059001005,94,1,0.013895048041389505
SAINT JOSEPH,550790059001006,104,1,0.015373244641537324
SAINT JOSEPH,550790059001007,68,1,0.010051736881005174
SAINT JOSEPH,550790059001011,3,1,4.434589800443459e-4
SAINT JOSEPH,550790059002000,94,1,0.013895048041389505
SAINT JOSEPH,550790059002001,105,1,0.015521064301552107
SAINT JOSEPH,550790059002002,96,1,0.014190687361419069
SAINT JOSEPH,550790059002003,92,1,0.01359940872135994
SAINT JOSEPH,550790059002004,82,1,0.012121212121212121
SAINT JOSEPH,550790059002005,86,1,0.012712490761271249
SAINT JOSEPH,550790059002006,32,1,0.004730229120473023
SAINT JOSEPH,550790059002008,60,1,0.008869179600886918
SAINT JOSEPH,550790059002013,3,1,4.434589800443459e-4
SAINT JOSEPH,550790060001000,167,1,0.024685883222468587
SAINT JOSEPH,550790060001001,147,1,0.021729490022172948
SAINT JOSEPH,550790060001002,129,1,0.019068736141906874
SAINT JOSEPH,550790060001003,134,1,0.019807834441980785
SAINT JOSEPH,550790060003000,155,1,0.022912047302291204
SAINT JOSEPH,550790060003001,143,1,0.02113821138211382
SAINT JOSEPH,550790060003002,122,1,0.0180339985218034
SAINT JOSEPH,550790060003003,89,1,0.013155949741315596
SAINT JOSEPH,550790060003004,123,1,0.01818181818181818
SAINT JOSEPH,550790060003005,119,1,0.017590539541759053
SAINT JOSEPH,550790061001002,122,1,0.0180339985218034
SAINT JOSEPH,550790061001003,87,1,0.012860310421286032
SAINT JOSEPH,550790061002000,145,1,0.021433850702143386
SAINT JOSEPH,550790061002001,121,1,0.01788617886178862
SAINT JOSEPH,550790061003000,133,1,0.019660014781966002
SAINT JOSEPH,550790061003001,120,1,0.017738359201773836
SAINT JOSEPH,550790061003002,131,1,0.019364375461936437
SAINT JOSEPH,550790061003003,125,1,0.018477457501847747
SAVELAND PARK,550790185001024,49,1,0.02701212789415656
SAVELAND PARK,550790185001025,46,1,0.025358324145534728
SAVELAND PARK,550790185001026,49,1,0.02701212789415656
SAVELAND PARK,550790185001027,40,1,0.022050716648291068
SAVELAND PARK,550790185001028,55,1,0.03031973539140022
SAVELAND PARK,550790185001029,96,1,0.05292171995589857
SAVELAND PARK,550790185001031,63,1,0.034729878721058434
SAVELAND PARK,550790185001032,69,1,0.038037486218302094
SAVELAND PARK,550790185001033,58,1,0.03197353914002205
SAVELAND PARK,550790185001034,89,1,0.04906284454244763
SAVELAND PARK,550790185001035,85,1,0.046857772877618525
SAVELAND PARK,550790185001036,39,1,0.021499448732083794
SAVELAND PARK,550790185001037,27,1,0.014884233737596472
SAVELAND PARK,550790185001038,68,1,0.037486218302094816
SAVELAND PARK,550790185002000,94,1,0.05181918412348401
SAVELAND PARK,550790185002004,131,1,0.07221609702315325
SAVELAND PARK,550790185002005,90,1,0.04961411245865491
SAVELAND PARK,550790185002006,31,1,0.017089305402425578
SAVELAND PARK,550790185002007,119,1,0.06560088202866593
SAVELAND PARK,550790185002008,68,1,0.037486218302094816
SAVELAND PARK,550790185002009,26,1,0.014332965821389196
SAVELAND PARK,550790185002010,58,1,0.03197353914002205
SAVELAND PARK,550790185002011,72,1,0.03969128996692393
SAVELAND PARK,550790185002012,35,1,0.019294377067254686
SAVELAND PARK,550790185002013,41,1,0.022601984564498346
SAVELAND PARK,550790185002014,115,1,0.06339581036383682
SAVELAND PARK,550790185002015,101,1,0.05567805953693495
SCHLITZ PARK,550790114001019,1,1,0.07142857142857142
SCHLITZ PARK,550790114001020,7,1,0.5
SCHLITZ PARK,550790114001029,4,1,0.2857142857142857
SCHLITZ PARK,550790114001031,2,1,0.14285714285714285
SERVITE WOODS,550790001021000,3,1,0.1875
SERVITE WOODS,550790001021001,1,1,0.0625
SERVITE WOODS,550790001021002,11,0.4074074074074074,0.6875
SERVITE WOODS,550790001021003,1,1,0.0625
SHERMAN PARK,550790048001008,35,1,0.005172923440733077
SHERMAN PARK,550790048001011,72,1,0.010641442506650901
SHERMAN PARK,550790048001014,34,1,0.005025125628140704
SHERMAN PARK,550790048001020,25,1,0.0036949453148093407
SHERMAN PARK,550790048002004,103,1,0.015223174697014483
SHERMAN PARK,550790048002005,103,1,0.015223174697014483
SHERMAN PARK,550790048002006,86,1,0.012710611882944133
SHERMAN PARK,550790048002007,31,1,0.004581732190363582
SHERMAN PARK,550790048002008,64,1,0.009459060005911913
SHERMAN PARK,550790048002009,47,1,0.006946497191841561
SHERMAN PARK,550790048002010,65,1,0.009606857818504287
SHERMAN PARK,550790048002011,6,1,8.867868755542418e-4
SHERMAN PARK,550790048003002,37,1,0.005468519065917825
SHERMAN PARK,550790048003003,98,1,0.014484185634052616
SHERMAN PARK,550790048003004,101,1,0.014927579071829736
SHERMAN PARK,550790048003005,110,1,0.0162577593851611
SHERMAN PARK,550790048003006,98,1,0.014484185634052616
SHERMAN PARK,550790048003007,112,1,0.016553355010345848
SHERMAN PARK,550790048003008,91,1,0.013449600945906
SHERMAN PARK,550790048003009,1,1,1.4779781259237365e-4
SHERMAN PARK,550790048003010,116,1,0.017144546260715342
SHERMAN PARK,550790048003011,78,1,0.011528229382205143
SHERMAN PARK,550790048003013,108,1,0.01596216375997635
SHERMAN PARK,550790048004000,116,1,0.017144546260715342
SHERMAN PARK,550790048004001,128,1,0.018918120011823827
SHERMAN PARK,550790048004002,106,1,0.015666568134791604
SHERMAN PARK,550790048004004,108,1,0.01596216375997635
SHERMAN PARK,550790048004005,122,1,0.018031333136269583
SHERMAN PARK,550790048004006,115,1,0.01699674844812297
SHERMAN PARK,550790048004007,113,1,0.01670115282293822
SHERMAN PARK,550790048004008,117,1,0.017292344073307715
SHERMAN PARK,550790048004009,122,1,0.018031333136269583
SHERMAN PARK,550790061001000,116,1,0.017144546260715342
SHERMAN PARK,550790061001001,88,1,0.01300620750812888
SHERMAN PARK,550790061001004,90,1,0.013301803133313627
SHERMAN PARK,550790061001005,123,1,0.018179130948861956
SHERMAN PARK,550790061001006,117,1,0.017292344073307715
SHERMAN PARK,550790061001007,91,1,0.013449600945906
SHERMAN PARK,550790061002005,81,1,0.011971622819982264
SHERMAN PARK,550790061002006,121,1,0.01788353532367721
SHERMAN PARK,550790062001000,117,1,0.017292344073307715
SHERMAN PARK,550790062001001,116,1,0.017144546260715342
SHERMAN PARK,550790062001002,116,1,0.017144546260715342
SHERMAN PARK,550790062001003,113,1,0.01670115282293822
SHERMAN PARK,550790062001004,111,1,0.016405557197753474
SHERMAN PARK,550790062001005,133,1,0.019657109074785694
SHERMAN PARK,550790062002001,115,1,0.01699674844812297
SHERMAN PARK,550790062002002,119,1,0.017587939698492462
SHERMAN PARK,550790062002003,118,1,0.01744014188590009
SHERMAN PARK,550790062002004,138,1,0.02039609813774756
SHERMAN PARK,550790062002005,139,1,0.020543895950339935
SHERMAN PARK,550790062003003,7,1,0.0010345846881466155
SHERMAN PARK,550790062003004,144,1,0.021282885013301802
SHERMAN PARK,550790062003005,114,1,0.016848950635530595
SHERMAN PARK,550790062004003,112,1,0.016553355010345848
SHERMAN PARK,550790062004004,125,1,0.018474726574046703
SHERMAN PARK,550790062004005,137,1,0.020248300325155188
SHERMAN PARK,550790063003003,4,1,5.911912503694946e-4
SHERMAN PARK,550790063003005,52,1,0.007685486254803429
SHERMAN PARK,550790063003006,2,1,2.955956251847473e-4
SHERMAN PARK,550790063003007,1,1,1.4779781259237365e-4
SHERMAN PARK,550790089001000,74,1,0.01093703813183565
SHERMAN PARK,550790089001001,106,1,0.015666568134791604
SHERMAN PARK,550790089001002,99,1,0.01463198344664499
SHERMAN PARK,550790089001003,94,1,0.013892994383683122
SHERMAN PARK,550790089001004,113,1,0.01670115282293822
SHERMAN PARK,550790089001005,4,1,5.911912503694946e-4
SHERMAN PARK,550790089002003,5,1,7.389890629618681e-4
SHERMAN PARK,550790090001003,118,1,0.01744014188590009
SHERMAN PARK,550790090001004,156,1,0.023056458764410287
SHERMAN PARK,550790090001005,141,1,0.02083949157552468
SHERMAN PARK,550790090002004,16,1,0.0023647650014779783
SHERMAN PARK,550790090002005,31,1,0.004581732190363582
SHERMAN PARK,550790091001000,131,1,0.019361513449600947
SHERMAN PARK,550790091001001,97,1,0.014336387821460243
SHERMAN PARK,550790091002000,31,1,0.004581732190363582
SHERMAN PARK,550790091002001,22,1,0.00325155187703222
SILVER CITY,550790160001000,151,1,0.04142661179698217
SILVER CITY,550790160001001,97,1,0.02661179698216735
SILVER CITY,550790160001002,112,1,0.030727023319615913
SILVER CITY,550790160001003,84,1,0.023045267489711935
SILVER CITY,550790160001004,81,1,0.022222222222222223
SILVER CITY,550790160001005,110,1,0.03017832647462277
SILVER CITY,550790160001006,125,1,0.03429355281207133
SILVER CITY,550790160001007,111,1,0.030452674897119343
SILVER CITY,550790160002000,209,1,0.057338820301783264
SILVER CITY,550790160002001,190,1,0.052126200274348423
