neighborhood,block,bedrooms,pct.of.block,pct.of.neighborhood
DRETZKA PARK,550790002011003,3,0.3333333333333333,0.023255813953488372
DRETZKA PARK,550790002011004,97,0.2650273224043716,0.751937984496124
DRETZKA PARK,550790002011006,23,1,0.17829457364341086
DRETZKA PARK,550790002011007,5,1,0.03875968992248062
DRETZKA PARK,550790002011009,1,1,0.007751937984496124
ENDERIS PARK,550790058001006,53,1,0.016927499201533056
ENDERIS PARK,550790058001007,80,1,0.025550942190993294
ENDERIS PARK,550790058001011,96,1,0.03066113062919195
ENDERIS PARK,550790058001013,110,1,0.03513254551261578
ENDERIS PARK,550790058001014,151,1,0.04822740338549984
ENDERIS PARK,550790058001015,34,1,0.01085915043117215
ENDERIS PARK,550790058001016,33,1,0.010539763653784734
ENDERIS PARK,550790058001017,28,1,0.008942829766847652
ENDERIS PARK,550790058002000,109,1,0.03481315873522836
ENDERIS PARK,550790058002001,137,1,0.043755988502076015
ENDERIS PARK,550790058002002,100,1,0.031938677738741615
ENDERIS PARK,550790058002003,54,1,0.017246885978920472
ENDERIS PARK,550790058002004,90,1,0.028744809964867453
ENDERIS PARK,550790058002005,80,1,0.025550942190993294
ENDERIS PARK,550790058002006,75,1,0.023954008304056213
ENDERIS PARK,550790058002007,38,1,0.012136697540721815
ENDERIS PARK,550790058002008,5,1,0.0015969338869370809
ENDERIS PARK,550790058002009,6,1,0.0019163206643244969
ENDERIS PARK,550790058002010,12,1,0.0038326413286489938
ENDERIS PARK,550790058002011,11,1,0.0035132545512615776
ENDERIS PARK,550790058002012,14,1,0.004471414883423826
ENDERIS PARK,550790058002013,41,1,0.013094857872884063
ENDERIS PARK,550790058002014,34,1,0.01085915043117215
ENDERIS PARK,550790058002015,38,1,0.012136697540721815
ENDERIS PARK,550790058002016,15,1,0.0047908016608112424
ENDERIS PARK,550790058002017,16,1,0.005110188438198659
ENDERIS PARK,550790058002018,24,1,0.0076652826572979876
ENDERIS PARK,550790058003001,116,1,0.037048866176940275
ENDERIS PARK,550790058003002,50,1,0.015969338869370808
ENDERIS PARK,550790058003003,72,1,0.022995847971893964
ENDERIS PARK,550790058003004,25,1,0.007984669434685404
ENDERIS PARK,550790058003005,18,1,0.005748961992973491
ENDERIS PARK,550790058003006,30,1,0.009581603321622485
ENDERIS PARK,550790058003007,41,1,0.013094857872884063
ENDERIS PARK,550790058003008,80,1,0.025550942190993294
ENDERIS PARK,550790058003009,53,1,0.016927499201533056
ENDERIS PARK,550790058003010,74,1,0.023634621526668797
ENDERIS PARK,550790058003011,92,1,0.029383583519642285
ENDERIS PARK,550790058003012,72,1,0.022995847971893964
ENDERIS PARK,550790058003013,90,1,0.028744809964867453
ENDERIS PARK,550790058003014,46,1,0.014691791759821143
ENDERIS PARK,550790058003015,25,1,0.007984669434685404
ENDERIS PARK,550790058003016,87,1,0.027786649632705204
ENDERIS PARK,550790058003017,120,1,0.03832641328648994
ENDERIS PARK,550790059002010,1,1,3.1938677738741617e-4
ENDERIS PARK,550790059002011,114,1,0.03641009262216544
ENDERIS PARK,550790059002012,128,1,0.04088150750558927
ENDERIS PARK,550790059003010,47,1,0.015011178537208559
ENDERIS PARK,550790059003011,47,1,0.015011178537208559
ENDERIS PARK,550790059003012,47,1,0.015011178537208559
ENDERIS PARK,550790059004010,52,1,0.01660811242414564
ENDERIS PARK,550790059004011,63,1,0.02012136697540722
ENDERIS PARK,550790059004012,57,1,0.01820504631108272
ESTABROOK PARK,550790044001000,5,1,0.07462686567164178
ESTABROOK PARK,550790044001003,8,1,0.11940298507462686
ESTABROOK PARK,550790044001004,10,1,0.14925373134328357
ESTABROOK PARK,550790044001010,7,1,0.1044776119402985
ESTABROOK PARK,550790044001011,31,1,0.4626865671641791
ESTABROOK PARK,550790044001012,4,1,0.05970149253731343
ESTABROOK PARK,550790044003000,2,0.4,0.029850746268656716
EUCLID PARK,550790194001000,413,1,0.31359149582384205
EUCLID PARK,550790194001001,39,1,0.029612756264236904
EUCLID PARK,550790194001002,90,1,0.0683371298405467
EUCLID PARK,550790194001003,131,1,0.09946848899012908
EUCLID PARK,550790194001004,4,1,0.0030372057706909645
EUCLID PARK,550790194001005,45,1,0.03416856492027335
EUCLID PARK,550790194001006,83,1,0.0630220197418375
EUCLID PARK,550790194001007,70,1,0.05315110098709187
EUCLID PARK,550790194001008,43,1,0.032649962034927864
EUCLID PARK,550790194001009,77,1,0.058466211085801065
EUCLID PARK,550790194001010,34,1,0.025816249050873197
EUCLID PARK,550790194001011,44,1,0.033409263477600606
EUCLID PARK,550790194001012,58,1,0.04403948367501898
EUCLID PARK,550790194001013,55,1,0.04176157934700076
EUCLID PARK,550790194001014,71,1,0.053910402429764616
EUCLID PARK,550790194001015,60,1,0.04555808656036447
FAIR PARK,550790128002014,72,1,0.05006954102920723
FAIR PARK,550790128002015,2,1,0.0013908205841446453
FAIR PARK,550790128002016,80,1,0.055632823365785816
FAIR PARK,550790128002017,50,1,0.03477051460361613
FAIR PARK,550790128002018,36,1,0.025034770514603615
FAIR PARK,550790128002019,33,1,0.02294853963838665
FAIR PARK,550790128002020,58,1,0.04033379694019471
FAIR PARK,550790128002021,28,1,0.019471488178025034
FAIR PARK,550790128002022,44,1,0.030598052851182198
FAIR PARK,550790128002023,29,1,0.020166898470097356
FAIR PARK,550790128002024,83,1,0.057719054242002785
FAIR PARK,550790128002025,78,1,0.054242002781641166
FAIR PARK,550790128002026,109,1,0.07579972183588317
FAIR PARK,550790129003001,20,1,0.013908205841446454
FAIR PARK,550790129003002,7,1,0.004867872044506259
FAIR PARK,550790129003003,34,1,0.02364394993045897
FAIR PARK,550790129003005,106,1,0.0737134909596662
FAIR PARK,550790129003006,113,1,0.07858136300417246
FAIR PARK,550790129003007,126,1,0.08762169680111266
FAIR PARK,550790129003008,119,1,0.08275382475660639
FAIR PARK,550790129003009,108,1,0.07510431154381085
FAIR PARK,550790129003010,2,1,0.0013908205841446453
FAIR PARK,550790129003011,1,1,6.954102920723226e-4
FAIR PARK,550790129003012,5,1,0.0034770514603616135
FAIR PARK,550790129003013,94,1,0.06536856745479833
FAIR PARK,550790129003016,1,1,6.954102920723226e-4
FAIRFIELD,550790008002018,22,0.22448979591836735,0.020018198362147407
FAIRFIELD,550790008002019,3,1,0.00272975432211101
FAIRFIELD,550790009002008,47,1,0.042766151046405826
FAIRFIELD,550790009002012,19,1,0.017288444040036398
FAIRFIELD,550790009002013,5,0.38461538461538464,0.004549590536851683
FAIRFIELD,550790010001000,15,1,0.01364877161055505
FAIRFIELD,550790010001003,1,0.03125,9.099181073703367e-4
FAIRFIELD,550790011001000,1,1,9.099181073703367e-4
FAIRFIELD,550790011001001,5,1,0.004549590536851683
FAIRFIELD,550790011001002,4,1,0.003639672429481347
FAIRFIELD,550790011001009,1,1,9.099181073703367e-4
FAIRFIELD,550790011001011,15,1,0.01364877161055505
FAIRFIELD,550790011001016,98,1,0.08917197452229299
FAIRFIELD,550790011001017,110,1,0.10009099181073704
FAIRFIELD,550790011001018,22,1,0.020018198362147407
FAIRFIELD,550790011001019,89,1,0.08098271155595996
FAIRFIELD,550790011001020,88,1,0.08007279344858963
FAIRFIELD,550790011001021,115,1,0.10464058234758872
FAIRFIELD,550790011001022,100,1,0.09099181073703366
FAIRFIELD,550790011001023,97,1,0.08826205641492266
FAIRFIELD,550790011001024,65,1,0.059144676979071886
FAIRFIELD,550790011001025,92,1,0.08371246587807098
FAIRFIELD,550790011001026,85,1,0.07734303912647862
FAIRVIEW,550790192003003,51,1,0.01162260711030082
FAIRVIEW,550790192003004,59,1,0.013445761166818596
FAIRVIEW,550790192003006,100,1,0.022789425706472195
FAIRVIEW,550790192003007,52,1,0.011850501367365542
FAIRVIEW,550790192004000,109,1,0.024840474020054695
FAIRVIEW,550790192004001,52,1,0.011850501367365542
FAIRVIEW,550790192004002,95,1,0.021649954421148587
FAIRVIEW,550790192004004,135,1,0.030765724703737465
FAIRVIEW,550790192004010,108,1,0.024612579762989972
FAIRVIEW,550790192004011,78,1,0.017775752051048314
FAIRVIEW,550790192004012,97,1,0.02210574293527803
FAIRVIEW,550790192004013,192,1,0.04375569735642662
FAIRVIEW,550790192004014,120,1,0.027347310847766638
FAIRVIEW,550790193001000,18,1,0.004102096627164996
FAIRVIEW,550790193001001,76,1,0.01731996353691887
FAIRVIEW,550790193001002,71,1,0.01618049225159526
FAIRVIEW,550790193001003,76,1,0.01731996353691887
FAIRVIEW,550790193001004,60,1,0.013673655423883319
FAIRVIEW,550790193001005,58,1,0.013217866909753875
FAIRVIEW,550790193001006,67,1,0.015268915223336371
FAIRVIEW,550790193001007,93,1,0.021194165907019145
FAIRVIEW,550790193001008,75,1,0.017092069279854148
FAIRVIEW,550790193001009,81,1,0.01845943482224248
FAIRVIEW,550790193001010,73,1,0.016636280765724702
FAIRVIEW,550790193001011,19,1,0.004329990884229718
FAIRVIEW,550790193001012,99,1,0.022561531449407476
FAIRVIEW,550790193002000,56,1,0.01276207839562443
FAIRVIEW,550790193002001,67,1,0.015268915223336371
FAIRVIEW,550790193002002,125,1,0.028486782133090246
FAIRVIEW,550790193002003,77,1,0.01754785779398359
FAIRVIEW,550790193002004,69,1,0.015724703737465817
FAIRVIEW,550790193002005,65,1,0.014813126709206929
FAIRVIEW,550790193002006,101,1,0.02301731996353692
FAIRVIEW,550790193002007,76,1,0.01731996353691887
FAIRVIEW,550790193002008,64,1,0.014585232452142206
FAIRVIEW,550790193002009,56,1,0.01276207839562443
FAIRVIEW,550790193002010,59,1,0.013445761166818596
FAIRVIEW,550790193003000,76,1,0.01731996353691887
FAIRVIEW,550790193003001,82,1,0.018687329079307202
