ward,blockgroup,bedrooms,pct.of.blockgroup,pct.of.ward
0317,550790210001,973,1,0.5826347305389221
0317,550790210002,643,0.45028011204481794,0.3850299401197605
0317,550790217005,54,0.05549845837615622,0.032335329341317366
0320,550790158001,44,0.0842911877394636,1
0321,550790158001,204,0.39080459770114945,0.2833333333333333
0321,550790158003,404,0.5580110497237569,0.5611111111111111
0321,550790159003,112,0.22718052738336714,0.15555555555555556
0322,550790187003,314,0.307843137254902,0.9345238095238095
0322,550790201001,22,0.019748653500897665,0.06547619047619048
0323,550790186001,132,0.17300131061598953,0.1456953642384106
0323,550790187001,774,1,0.8543046357615894
0324,550790186001,488,0.6395806028833552,1
0325,550790179001,54,0.12471131639722864,0.08047690014903129
0325,550790179002,196,0.27071823204419887,0.29210134128166915
0325,550790179004,413,0.7096219931271478,0.6154992548435171
0325,550790184002,8,0.011627906976744186,0.011922503725782414
0326,550790200002,14,0.019337016574585635,1
